id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-02-DATA-MATH-A-032-rank,02-data-math,Data mathematical and structural primitives,rank,"Smallest independently addressable rank unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-033-shape-dimension,02-data-math,Data mathematical and structural primitives,shape dimension,"Smallest independently addressable shape dimension unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-034-stride,02-data-math,Data mathematical and structural primitives,stride,"Smallest independently addressable stride unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-035-mask-value,02-data-math,Data mathematical and structural primitives,mask value,"Smallest independently addressable mask value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-036-missing-value,02-data-math,Data mathematical and structural primitives,missing value,"Smallest independently addressable missing value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-037-uncertainty-value,02-data-math,Data mathematical and structural primitives,uncertainty value,"Smallest independently addressable uncertainty value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-038-error-bound,02-data-math,Data mathematical and structural primitives,error bound,"Smallest independently addressable error bound unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-039-unit-conversion-factor,02-data-math,Data mathematical and structural primitives,unit conversion factor,"Smallest independently addressable unit conversion factor unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-040-formula-token,02-data-math,Data mathematical and structural primitives,formula token,"Smallest independently addressable formula token unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-041-operator,02-data-math,Data mathematical and structural primitives,operator,"Smallest independently addressable operator unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-042-operand,02-data-math,Data mathematical and structural primitives,operand,"Smallest independently addressable operand unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-043-sign,02-data-math,Data mathematical and structural primitives,sign,"Smallest independently addressable sign unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-044-magnitude,02-data-math,Data mathematical and structural primitives,magnitude,"Smallest independently addressable magnitude unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-045-exponent,02-data-math,Data mathematical and structural primitives,exponent,"Smallest independently addressable exponent unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-046-precision,02-data-math,Data mathematical and structural primitives,precision,"Smallest independently addressable precision unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-047-scale-factor,02-data-math,Data mathematical and structural primitives,scale factor,"Smallest independently addressable scale factor unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-03-TIME-STATE-EVENT-A-001-clock-tick,03-time-state-event,Time state event and workflow,clock tick,"Smallest independently addressable clock tick unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-002-timecode,03-time-state-event,Time state event and workflow,timecode,"Smallest independently addressable timecode unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-003-frame-number,03-time-state-event,Time state event and workflow,frame number,"Smallest independently addressable frame number unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-004-timestamp,03-time-state-event,Time state event and workflow,timestamp,"Smallest independently addressable timestamp unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-005-duration,03-time-state-event,Time state event and workflow,duration,"Smallest independently addressable duration unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-006-temporal-offset,03-time-state-event,Time state event and workflow,temporal offset,"Smallest independently addressable temporal offset unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-007-rate,03-time-state-event,Time state event and workflow,rate,"Smallest independently addressable rate unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-008-event,03-time-state-event,Time state event and workflow,event,"Smallest independently addressable event unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-009-event-type,03-time-state-event,Time state event and workflow,event type,"Smallest independently addressable event type unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-010-event-payload-field,03-time-state-event,Time state event and workflow,event payload field,"Smallest independently addressable event payload field unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-011-state,03-time-state-event,Time state event and workflow,state,"Smallest independently addressable state unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-012-state-variable,03-time-state-event,Time state event and workflow,state variable,"Smallest independently addressable state variable unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-013-transition,03-time-state-event,Time state event and workflow,transition,"Smallest independently addressable transition unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-014-condition,03-time-state-event,Time state event and workflow,condition,"Smallest independently addressable condition unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-015-guard,03-time-state-event,Time state event and workflow,guard,"Smallest independently addressable guard unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-016-action,03-time-state-event,Time state event and workflow,action,"Smallest independently addressable action unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-017-trigger,03-time-state-event,Time state event and workflow,trigger,"Smallest independently addressable trigger unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-018-signal,03-time-state-event,Time state event and workflow,signal,"Smallest independently addressable signal unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-019-message,03-time-state-event,Time state event and workflow,message,"Smallest independently addressable message unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-020-cue,03-time-state-event,Time state event and workflow,cue,"Smallest independently addressable cue unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-021-marker,03-time-state-event,Time state event and workflow,marker,"Smallest independently addressable marker unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-022-keyframe-time,03-time-state-event,Time state event and workflow,keyframe time,"Smallest independently addressable keyframe time unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-023-synchronization-point,03-time-state-event,Time state event and workflow,synchronization point,"Smallest independently addressable synchronization point unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-024-deadline,03-time-state-event,Time state event and workflow,deadline,"Smallest independently addressable deadline unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-025-recurrence-rule,03-time-state-event,Time state event and workflow,recurrence rule,"Smallest independently addressable recurrence rule unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-026-timeout,03-time-state-event,Time state event and workflow,timeout,"Smallest independently addressable timeout unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-027-retry-count,03-time-state-event,Time state event and workflow,retry count,"Smallest independently addressable retry count unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-028-sequence-number,03-time-state-event,Time state event and workflow,sequence number,"Smallest independently addressable sequence number unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-029-correlation-identifier,03-time-state-event,Time state event and workflow,correlation identifier,"Smallest independently addressable correlation identifier unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-030-workflow-token,03-time-state-event,Time state event and workflow,workflow token,"Smallest independently addressable workflow token unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-031-success-criterion,03-time-state-event,Time state event and workflow,success criterion,"Smallest independently addressable success criterion unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-03-TIME-STATE-EVENT-A-032-failure-criterion,03-time-state-event,Time state event and workflow,failure criterion,"Smallest independently addressable failure criterion unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,
AXM-04-TEXT-LANGUAGE-A-001-unicode-code-point,04-text-language,Text language typography speech notation and localization,Unicode code point,"Smallest independently addressable Unicode code point unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-002-grapheme-cluster,04-text-language,Text language typography speech notation and localization,grapheme cluster,"Smallest independently addressable grapheme cluster unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-003-glyph-identifier,04-text-language,Text language typography speech notation and localization,glyph identifier,"Smallest independently addressable glyph identifier unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-004-character,04-text-language,Text language typography speech notation and localization,character,"Smallest independently addressable character unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-005-whitespace,04-text-language,Text language typography speech notation and localization,whitespace,"Smallest independently addressable whitespace unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-006-line-break,04-text-language,Text language typography speech notation and localization,line break,"Smallest independently addressable line break unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-007-word-token,04-text-language,Text language typography speech notation and localization,word token,"Smallest independently addressable word token unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-008-subword-token,04-text-language,Text language typography speech notation and localization,subword token,"Smallest independently addressable subword token unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-009-sentence-boundary,04-text-language,Text language typography speech notation and localization,sentence boundary,"Smallest independently addressable sentence boundary unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-010-paragraph-break,04-text-language,Text language typography speech notation and localization,paragraph break,"Smallest independently addressable paragraph break unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-011-punctuation-mark,04-text-language,Text language typography speech notation and localization,punctuation mark,"Smallest independently addressable punctuation mark unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-012-phoneme,04-text-language,Text language typography speech notation and localization,phoneme,"Smallest independently addressable phoneme unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-013-morpheme,04-text-language,Text language typography speech notation and localization,morpheme,"Smallest independently addressable morpheme unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-014-language-tag,04-text-language,Text language typography speech notation and localization,language tag,"Smallest independently addressable language tag unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-015-locale-tag,04-text-language,Text language typography speech notation and localization,locale tag,"Smallest independently addressable locale tag unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-016-script-tag,04-text-language,Text language typography speech notation and localization,script tag,"Smallest independently addressable script tag unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-017-directionality-value,04-text-language,Text language typography speech notation and localization,directionality value,"Smallest independently addressable directionality value unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-018-plural-category,04-text-language,Text language typography speech notation and localization,plural category,"Smallest independently addressable plural category unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-019-grammatical-gender,04-text-language,Text language typography speech notation and localization,grammatical gender,"Smallest independently addressable grammatical gender unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-020-grammatical-case,04-text-language,Text language typography speech notation and localization,grammatical case,"Smallest independently addressable grammatical case unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-021-grammatical-number,04-text-language,Text language typography speech notation and localization,grammatical number,"Smallest independently addressable grammatical number unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-022-message-variable,04-text-language,Text language typography speech notation and localization,message variable,"Smallest independently addressable message variable unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-023-translation-key,04-text-language,Text language typography speech notation and localization,translation key,"Smallest independently addressable translation key unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-024-font-family-reference,04-text-language,Text language typography speech notation and localization,font family reference,"Smallest independently addressable font family reference unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-025-font-weight,04-text-language,Text language typography speech notation and localization,font weight,"Smallest independently addressable font weight unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-026-font-width,04-text-language,Text language typography speech notation and localization,font width,"Smallest independently addressable font width unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-027-font-style,04-text-language,Text language typography speech notation and localization,font style,"Smallest independently addressable font style unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-028-font-size,04-text-language,Text language typography speech notation and localization,font size,"Smallest independently addressable font size unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-029-kerning-pair,04-text-language,Text language typography speech notation and localization,kerning pair,"Smallest independently addressable kerning pair unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-030-baseline,04-text-language,Text language typography speech notation and localization,baseline,"Smallest independently addressable baseline unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-031-line-height,04-text-language,Text language typography speech notation and localization,line height,"Smallest independently addressable line height unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-032-letter-spacing,04-text-language,Text language typography speech notation and localization,letter spacing,"Smallest independently addressable letter spacing unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
