id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-02-DATA-MATH-A-022-row-value,atom,02-data-math,Data mathematical and structural primitives,row value,"Smallest independently addressable row value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-023-column-value,atom,02-data-math,Data mathematical and structural primitives,column value,"Smallest independently addressable column value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-024-cell,atom,02-data-math,Data mathematical and structural primitives,cell,"Smallest independently addressable cell unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-025-field,atom,02-data-math,Data mathematical and structural primitives,field,"Smallest independently addressable field unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-026-tag,atom,02-data-math,Data mathematical and structural primitives,tag,"Smallest independently addressable tag unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-027-label,atom,02-data-math,Data mathematical and structural primitives,label,"Smallest independently addressable label unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-028-sample,atom,02-data-math,Data mathematical and structural primitives,sample,"Smallest independently addressable sample unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-029-distribution-parameter,atom,02-data-math,Data mathematical and structural primitives,distribution parameter,"Smallest independently addressable distribution parameter unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-030-probability,atom,02-data-math,Data mathematical and structural primitives,probability,"Smallest independently addressable probability unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-031-weight,atom,02-data-math,Data mathematical and structural primitives,weight,"Smallest independently addressable weight unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-032-rank,atom,02-data-math,Data mathematical and structural primitives,rank,"Smallest independently addressable rank unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-033-shape-dimension,atom,02-data-math,Data mathematical and structural primitives,shape dimension,"Smallest independently addressable shape dimension unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-034-stride,atom,02-data-math,Data mathematical and structural primitives,stride,"Smallest independently addressable stride unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-035-mask-value,atom,02-data-math,Data mathematical and structural primitives,mask value,"Smallest independently addressable mask value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-036-missing-value,atom,02-data-math,Data mathematical and structural primitives,missing value,"Smallest independently addressable missing value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-037-uncertainty-value,atom,02-data-math,Data mathematical and structural primitives,uncertainty value,"Smallest independently addressable uncertainty value unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-038-error-bound,atom,02-data-math,Data mathematical and structural primitives,error bound,"Smallest independently addressable error bound unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-039-unit-conversion-factor,atom,02-data-math,Data mathematical and structural primitives,unit conversion factor,"Smallest independently addressable unit conversion factor unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-040-formula-token,atom,02-data-math,Data mathematical and structural primitives,formula token,"Smallest independently addressable formula token unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-041-operator,atom,02-data-math,Data mathematical and structural primitives,operator,"Smallest independently addressable operator unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-042-operand,atom,02-data-math,Data mathematical and structural primitives,operand,"Smallest independently addressable operand unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-043-sign,atom,02-data-math,Data mathematical and structural primitives,sign,"Smallest independently addressable sign unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-044-magnitude,atom,02-data-math,Data mathematical and structural primitives,magnitude,"Smallest independently addressable magnitude unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-045-exponent,atom,02-data-math,Data mathematical and structural primitives,exponent,"Smallest independently addressable exponent unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-046-precision,atom,02-data-math,Data mathematical and structural primitives,precision,"Smallest independently addressable precision unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-A-047-scale-factor,atom,02-data-math,Data mathematical and structural primitives,scale factor,"Smallest independently addressable scale factor unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-001-array,component,02-data-math,Data mathematical and structural primitives,array,"Reusable array assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-002-vector,component,02-data-math,Data mathematical and structural primitives,vector,"Reusable vector assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-003-matrix,component,02-data-math,Data mathematical and structural primitives,matrix,"Reusable matrix assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-004-tensor,component,02-data-math,Data mathematical and structural primitives,tensor,"Reusable tensor assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-005-table,component,02-data-math,Data mathematical and structural primitives,table,"Reusable table assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-006-record,component,02-data-math,Data mathematical and structural primitives,record,"Reusable record assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-007-map-or-dictionary,component,02-data-math,Data mathematical and structural primitives,map or dictionary,"Reusable map or dictionary assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-008-set,component,02-data-math,Data mathematical and structural primitives,set,"Reusable set assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-009-queue,component,02-data-math,Data mathematical and structural primitives,queue,"Reusable queue assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-010-stack,component,02-data-math,Data mathematical and structural primitives,stack,"Reusable stack assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-011-tree,component,02-data-math,Data mathematical and structural primitives,tree,"Reusable tree assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-012-graph,component,02-data-math,Data mathematical and structural primitives,graph,"Reusable graph assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-013-hypergraph,component,02-data-math,Data mathematical and structural primitives,hypergraph,"Reusable hypergraph assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-014-sparse-matrix,component,02-data-math,Data mathematical and structural primitives,sparse matrix,"Reusable sparse matrix assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-015-histogram,component,02-data-math,Data mathematical and structural primitives,histogram,"Reusable histogram assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-016-probability-distribution,component,02-data-math,Data mathematical and structural primitives,probability distribution,"Reusable probability distribution assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-017-equation,component,02-data-math,Data mathematical and structural primitives,equation,"Reusable equation assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-018-formula,component,02-data-math,Data mathematical and structural primitives,formula,"Reusable formula assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-019-expression-tree,component,02-data-math,Data mathematical and structural primitives,expression tree,"Reusable expression tree assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-020-coordinate-system,component,02-data-math,Data mathematical and structural primitives,coordinate system,"Reusable coordinate system assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-021-transform-matrix,component,02-data-math,Data mathematical and structural primitives,transform matrix,"Reusable transform matrix assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-022-bounding-interval,component,02-data-math,Data mathematical and structural primitives,bounding interval,"Reusable bounding interval assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-023-statistical-summary,component,02-data-math,Data mathematical and structural primitives,statistical summary,"Reusable statistical summary assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-024-data-frame,component,02-data-math,Data mathematical and structural primitives,data frame,"Reusable data frame assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-025-dimensional-model,component,02-data-math,Data mathematical and structural primitives,dimensional model,"Reusable dimensional model assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-026-lookup-table,component,02-data-math,Data mathematical and structural primitives,lookup table,"Reusable lookup table assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-027-adjacency-matrix,component,02-data-math,Data mathematical and structural primitives,adjacency matrix,"Reusable adjacency matrix assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-028-sampling-grid,component,02-data-math,Data mathematical and structural primitives,sampling grid,"Reusable sampling grid assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-C-029-mask,component,02-data-math,Data mathematical and structural primitives,mask,"Reusable mask assembly in data mathematical and structural primitives, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-001-data-parser,organ,02-data-math,Data mathematical and structural primitives,data parser,"Functional subsystem for data parser in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-002-serializer,organ,02-data-math,Data mathematical and structural primitives,serializer,"Functional subsystem for serializer in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-003-numerical-engine,organ,02-data-math,Data mathematical and structural primitives,numerical engine,"Functional subsystem for numerical engine in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-004-linear-algebra-engine,organ,02-data-math,Data mathematical and structural primitives,linear-algebra engine,"Functional subsystem for linear-algebra engine in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-005-statistics-engine,organ,02-data-math,Data mathematical and structural primitives,statistics engine,"Functional subsystem for statistics engine in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-006-unit-conversion-organ,organ,02-data-math,Data mathematical and structural primitives,unit-conversion organ,"Functional subsystem for unit-conversion organ in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-007-schema-validator,organ,02-data-math,Data mathematical and structural primitives,schema validator,"Functional subsystem for schema validator in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-008-query-engine,organ,02-data-math,Data mathematical and structural primitives,query engine,"Functional subsystem for query engine in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-009-indexing-organ,organ,02-data-math,Data mathematical and structural primitives,indexing organ,"Functional subsystem for indexing organ in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-010-data-transformation-organ,organ,02-data-math,Data mathematical and structural primitives,data-transformation organ,"Functional subsystem for data-transformation organ in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-011-sampling-organ,organ,02-data-math,Data mathematical and structural primitives,sampling organ,"Functional subsystem for sampling organ in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-02-DATA-MATH-O-012-uncertainty-propagation-organ,organ,02-data-math,Data mathematical and structural primitives,uncertainty propagation organ,"Functional subsystem for uncertainty propagation organ in data mathematical and structural primitives; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-001-clock-tick,atom,03-time-state-event,Time state event and workflow,clock tick,"Smallest independently addressable clock tick unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-002-timecode,atom,03-time-state-event,Time state event and workflow,timecode,"Smallest independently addressable timecode unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-003-frame-number,atom,03-time-state-event,Time state event and workflow,frame number,"Smallest independently addressable frame number unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-004-timestamp,atom,03-time-state-event,Time state event and workflow,timestamp,"Smallest independently addressable timestamp unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-005-duration,atom,03-time-state-event,Time state event and workflow,duration,"Smallest independently addressable duration unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-006-temporal-offset,atom,03-time-state-event,Time state event and workflow,temporal offset,"Smallest independently addressable temporal offset unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-007-rate,atom,03-time-state-event,Time state event and workflow,rate,"Smallest independently addressable rate unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-008-event,atom,03-time-state-event,Time state event and workflow,event,"Smallest independently addressable event unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-009-event-type,atom,03-time-state-event,Time state event and workflow,event type,"Smallest independently addressable event type unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-010-event-payload-field,atom,03-time-state-event,Time state event and workflow,event payload field,"Smallest independently addressable event payload field unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-011-state,atom,03-time-state-event,Time state event and workflow,state,"Smallest independently addressable state unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-012-state-variable,atom,03-time-state-event,Time state event and workflow,state variable,"Smallest independently addressable state variable unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-013-transition,atom,03-time-state-event,Time state event and workflow,transition,"Smallest independently addressable transition unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-014-condition,atom,03-time-state-event,Time state event and workflow,condition,"Smallest independently addressable condition unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-015-guard,atom,03-time-state-event,Time state event and workflow,guard,"Smallest independently addressable guard unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-016-action,atom,03-time-state-event,Time state event and workflow,action,"Smallest independently addressable action unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-017-trigger,atom,03-time-state-event,Time state event and workflow,trigger,"Smallest independently addressable trigger unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-018-signal,atom,03-time-state-event,Time state event and workflow,signal,"Smallest independently addressable signal unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
